Gene	Entries
PIK3CA	set(['DNAH10', 'HSPA6', 'COL11A2', 'SBF1', 'SRMS', 'LGSN', 'PKD1L2', 'ITSN1', 'SLCO6A1', 'BCLAF1', 'WHSC1L1', 'SLC12A5', 'MSLNL', 'PSD4', 'PLXND1', 'C2orf55', 'MICALCL', 'KIAA1244', 'SP1', 'CRTAC1', 'TDRD6', 'PAPPA', 'ATP2B3', 'UBR4', 'ZAN', 'DBH', 'ADCY1', 'DCC', 'PKHD1', 'LZTR1', 'CFTR', 'MLL2', 'NOX3', 'ITGB2', 'EP400', 'FLG', 'SLC9A4', 'APOB', 'PCDHB3', 'UBE3C', 'USP43', 'SKIV2L', 'NF1', 'PRKG2', 'NCAN', 'EPHB2', 'MAP1B', 'PLCB3', 'KCNQ5', 'HERC1', 'CUX2', 'COL4A2', 'EVPL', 'PCDHA12', 'PCDHGA1', 'C21orf58', 'KIF1B', 'ABCA13', 'ABCG4', 'DNAH5', 'DNAH8', 'PDE6B', 'CNGB1', 'CASKIN2', 'HECW1', 'SLC22A2', 'PRDM9', 'CCDC45', 'PRKDC', 'SPTA1', 'UPF1', 'ITIH5', 'HYDIN', 'TLL1', 'ZNF536', 'MYH8', 'HFM1', 'C7', 'DNAH2', 'TRIO', 'WBSCR17', 'CELSR1', 'DNAH1', 'GABRB2', 'CYP4F22', 'FHOD3', 'LRP4', 'ST14', 'CHD5', 'KIAA1210', 'SVIL', 'KCNC2', 'ZNF318', 'DIP2A', 'BCL11A', 'MSH6', 'MEGF8', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'DDX11', 'PLEKHG4B', 'PCDHGA11', 'BRPF3', 'MAP3K15', 'ULK2', 'NOS3', 'HOOK2', 'BZRAP1', 'PRSS16', 'PCNT', 'PLB1', 'HEPH', 'TNN', 'ANK1', 'MAP3K12', 'AGAP3', 'SIGLEC8', 'ABCC9', 'KANK1', 'COL6A1', 'COL6A6', 'HEATR7B2'])
COMMD4	set(['CALN1', 'MYO15A'])
PIK3CG	set(['BPTF', 'SSPO', 'TGM3', 'DNAH10', 'COL11A2', 'PCSK6', 'KIF4B', 'SBF1', 'USP43', 'ODZ3', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'KANK1', 'CACNA1A', 'SLCO6A1', 'DCC', 'DSCAM', 'DLGAP2', 'SKIV2L', 'TMEM132D', 'PLXND1', 'CACNA1S', 'C2orf55', 'ABCB5', 'DYSF', 'KIAA1244', 'WNK2', 'WNK3', 'ABCB4', 'BZRAP1', 'ZNF208', 'PAPPA', 'IGHMBP2', 'NACA', 'ATP2B3', 'UBR4', 'ZAN', 'ZNF831', 'CALN1', 'SIPA1L2', 'ADCY1', 'RFX6', 'SPEN', 'SPEG', 'LZTR1', 'CFTR', 'KCNV1', 'ANKRD52', 'EPHB2', 'DOCK8', 'DOCK1', 'CEACAM16', 'MLL2', 'ST14', 'PUM1', 'CNTN6', 'SP1', 'MLL4', 'C12orf35', 'IQSEC3', 'ZNF599', 'ASPM', 'PLXNB2', 'PLXNB3', 'CHD5', 'LILRB1', 'F5', 'PCDHB3', 'ITIH5', 'MGAM', 'ABP1', 'EPPK1', 'SRMS', 'NF1', 'PTPRN2', 'MAP1B', 'PLCB3', 'TLL1', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'GPR116', 'PTPN3', 'LAMC3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'DNAH3', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH9', 'NWD1', 'PDE6B', 'HECW1', 'SLC22A2', 'GPR98', 'VWF', 'SCN5A', 'COL12A1', 'MDN1', 'ZNF335', 'ZFHX4', 'CCDC45', 'NEB', 'UGT2A1', 'SPTA1', 'SHROOM2', 'WHSC1L1', 'ITPR3', 'GABRA1', 'HYDIN', 'CDH9', 'NLRP7', 'PCDHA13', 'CCDC108', 'MYH8', 'ECT2L', 'C7', 'DNHD1', 'UGGT1', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'AIM1', 'CELSR2', 'CELSR1', 'MAST2', 'AGAP3', 'MYH7B', 'CYP4F22', 'FHOD3', 'NUP210L', 'PKD1', 'COL1A2', 'EP400', 'MYT1', 'KIAA1211', 'OBSCN', 'AOX1', 'COL22A1', 'ZNF318', 'BCL11A', 'CNTNAP2', 'CNTNAP5', 'ODZ1', 'NLRP12', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'TRHDE', 'ACRC', 'PCDHGA11', 'RB1', 'BRPF3', 'MED12', 'NFKBIL2', 'DACT1', 'TRIML1', 'RPGRIP1L', 'SIPA1L3', 'TERT', 'ULK2', 'LTBP2', 'HOOK2', 'CELSR3', 'UMOD', 'FBN2', 'CROCC', 'PCNT', 'TNN', 'COL7A1', 'FLNC', 'PTPRS', 'SEMG1', 'SRRM2', 'NOTCH2', 'ANK1', 'MAP3K12', 'SPHKAP', 'UBE3C', 'COL6A1', 'PTCH1'])
SEMG1	set(['MYOM3', 'SSPO', 'TGM2', 'FRYL', 'DNAH11', 'UGT3A2', 'ANO5', 'DUOX2', 'FTMT', 'DOCK4', 'PRKDC', 'ST14', 'TGM3', 'CNTNAP5', 'RB1', 'MC3R', 'ADAMTS16', 'TRPA1', 'ZNF599', 'GABRA1', 'PKHD1L1', 'PRPF6', 'SPEN', 'NLRP7', 'DLG5', 'GRHL3', 'CACNA1A', 'MGAM', 'MYH9', 'FOXRED1', 'CACNA1F', 'PIK3CG', 'DLGAP2', 'TIAM2', 'GRIN2A', 'ABCB5', 'CDH18', 'SIPA1L3', 'POTEB', 'DGKD', 'KIF21B', 'PCDHA2', 'EPB41L3', 'ITGB2', 'LAMA5', 'TRHDE', 'KIAA1244', 'ABCB4', 'CELSR2', 'EIF2C3', 'SCAF1', 'GABRG2', 'NLRP11', 'DOCK5', 'C21orf58', 'ITGAX', 'CYP4F22', 'CALN1', 'FHDC1', 'LRP4', 'DOCK8', 'SH3TC1', 'HNF4A', 'NOTCH2', 'GPR179', 'SPHKAP', 'ABCC8', 'APOB', 'ASPM', 'UPF1', 'MYO15A', 'COL6A6'])
ESPL1	set(['ZBTB20(D),LSAMP(D)', 'TGM2', 'FRYL', 'DNAH10', 'DNAH11', 'USH2A', 'SSPO', 'HUWE1', 'SYNE2', 'CACNA1H', 'ANO2', 'DLG5', 'DEAF1', 'LRP1B', 'SP1', 'RELN', 'CACNA1S', 'C2orf55', 'ZMYM3', 'SLITRK2', 'CASZ1', 'WNK3', 'ASTL', 'FHOD3', 'IGHMBP2', 'GMIP', 'ADAMTS20', 'ATP2B3', 'TESK1', 'UBR4', 'ZAN', 'KIF1B', 'ALS2CR11', 'RFX6', 'MYLK', 'SPEN', 'FAT2', 'KDM5D', 'GPR116', 'MYO15A', 'PTPN11', 'ADCY1', 'KIAA1409', 'DOCK8', 'CCDC60', 'RPL5,FAM69A,SNORA66(D)', 'RRP1B', 'ANO5', 'DOCK1', 'DOCK4', 'ST14', 'EP400', 'DPPA4', 'C12orf35', 'CASKIN2', 'SHPRH', 'FLG', 'LRRK2', 'PCDHB3', 'CHD8', 'AHNAK', 'TIAM2', 'SKIV2L', 'PCLO', 'TNS1', 'ATP10B', 'NACA', 'C15orf2', 'DSP', 'RAG1', 'PLEC', 'TRRAP', 'EVPL', 'HMCN1', 'C21orf58', 'OTOA', 'COL22A1', 'WDFY3', 'PDZD2', 'FLNA', 'FLNC', 'ZNF292', 'MYOM3', 'MYH11', 'ZNF335', 'MSH6', 'SCN5A', 'EPHA7', 'ZFHX3', 'SHROOM2', 'ATR', 'AKAP13', 'ADAMTS16', 'MUC5B', 'GABRA1', 'ENPEP', 'ZNF536', 'CIITA', 'MYH9', 'C7', 'DNHD1', 'KIF21B', 'LAMA1', 'TRIO', 'HSPG2', 'RIMBP2', 'SLC13A3', 'CELSR3', 'CELSR2', 'SALL4', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'TJP3', 'LRP1', 'LRP4', 'SPAG17', 'ABCA4', 'KIDINS220', 'MYT1', 'PRKD3', 'OBSCN', 'SVIL', 'SCAF1', 'BCL9', 'ZNF318', 'USP6', 'KIAA0649', 'C8B', 'ODZ1', 'SMARCA1', 'DSCAM', 'SPTBN4', 'SMARCA4', 'DGKZ', 'SIM2', 'ZNF599', 'ARAP3', 'DDX11', 'PLEKHG4B', 'NEFH', 'SLCO5A1', 'MED12', 'PTPRD', 'SLIT3', 'ARHGEF19', 'RPGRIP1L', 'SIPA1L2', 'N4BP3', 'PCDH17', 'ULK2', 'RERE', 'PPEF2', 'CARD11', 'HOOK1', 'CROCC', 'NIPBL', 'TAF1L', 'PCNT', 'EPHA10', 'PCDHA2', 'PCDHA1', 'PTPRS', 'PCDHA8', 'COL14A1', 'NOTCH2', 'ACRC', 'SPHKAP', 'ABCC8', 'C9orf150', 'AHNAK2', 'PKDREJ', 'PRTG'])
PRIM2	set(['OBSCN'])
KDM2B	set(['PDGFRA', 'MYH13', 'DNAH11', 'RPL5,FAM69A,SNORA66(D)', 'UGT3A2', 'HSPG2', 'SCN10A', 'KIF21B', 'KIAA0649', 'TCHH', 'ATR', 'SACS', 'L1CAM', 'C7orf52', 'C12orf35', 'TXNDC3', 'PRPF6', 'PAN3', 'QKI', 'SETD2', 'CAND1', 'SLCO6A1', 'DEAF1', 'AFF2', 'WHSC1L1', 'TPTE', 'GRIN2A', 'TRIML1', 'DUS3L', 'RPGRIP1L', 'TRPM3', 'NOS1', 'LAMA5', 'KCNQ5', 'GPC4', 'SCAF1', 'KPRP', 'PTPN3', 'CACNA2D1', 'DNAH3', 'SAMD9L', 'LRP1', 'ADCY1', 'ZMYM3', 'PDE6B', 'ANK2', 'RHBDF2', 'UHRF1BP1', 'WDFY3', 'HECW1', 'ZNF335', 'FLNC', 'AHNAK'])
PCDH11X	set(['GRM8', 'KLHL34', 'TP53', 'PDGFRA(A)'])
ZMYM3	set(['MDN1', 'TGM2', 'ZCCHC14', 'HUWE1', 'ABP1', 'TXNDC3', 'PRPF6', 'ASTL', 'PALM2-AKAP2', 'DEAF1', 'WHSC1L1', 'EPHA7', 'ESPL1', 'TRPV6', 'NPR1', 'SLITRK2', 'CASZ1', 'DYSF', 'ARHGEF19', 'SCN10A', 'TESK1', 'ADCY1', 'INPP5D', 'LRP4', 'RFX6', 'SPEN', 'FAT2', 'PKHD1', 'PTPN11', 'KCNV1', 'DOCK8', 'RRP1B', 'HSPG2', 'ITGA4', 'DOCK5', 'ST14', 'CC2D1A', 'DPPA4', 'C12orf35', 'ZNF599', 'CHD5', 'SRCRB4D', 'AHNAK', 'MST1', 'TIAM2', 'SKIV2L', 'SCNN1B', 'TNS1', 'CARD6', 'MAP1B', 'NACA', 'KCNQ5', 'TRRAP', 'PTPN3', 'ITPR3', 'HMCN1', 'PCDHA13', 'C21orf58', 'DNAH3', 'SUPT6H', 'LRBA', 'MC3R', 'DNAH5', 'OTOA', 'SH3TC1', 'KDM2B', 'WDFY3', 'HECW1', 'FLNA', 'SCN5A', 'ITGAD', 'MYOM3', 'MYH11', 'MYH13', 'MSH6', 'TEX15', 'ZFHX3', 'ATP10B', 'SHROOM2', 'TCHH', 'ATR', 'AKAP13', 'SACS', 'EVPL', 'GABRA6', 'GABRA1', 'MYH3', 'ZNF536', 'ASPM', 'MYH9', 'HFM1', 'FLNC', 'C3', 'DNMBP', 'KIF21B', 'CEP250', 'AIM1', 'KIDINS220', 'CELSR1', 'SALL4', 'PRTG', 'SYNE2', 'LRP2', 'TJP3', 'CACNA1S', 'KIF1B', 'CCDC114', 'SPAG17', 'ABCA4', 'HTR3A', 'KIAA1211', 'PRKD3', 'SCAF1', 'ZNF318', 'CACNA1F', 'USP6', 'SCN9A', 'KIAA0649', 'C8B', 'ODZ1', 'NLRP12', 'DSCAM', 'FRRS1', 'SMARCA4', 'PAN3', 'SIM2', 'QKI', 'SPTBN4', 'CAND1', 'DDX11', 'PLEKHG4B', 'ATP13A2', 'BRPF3', 'SLCO5A1', 'NIPBL', 'SPHKAP', 'SLIT3', 'SP1', 'RPGRIP1L', 'SIPA1L2', 'N4BP3', 'PDZD2', 'ULK2', 'NOS3', 'CARD11', 'HOOK1', 'CELSR2', 'GPC4', 'PCDHA2', 'PCDHA1', 'BBS1', 'PCDHA8', 'COL14A1', 'NOTCH3', 'ACRC', 'PTPRD', 'BCL9', 'UBE3C', 'COL6A3', 'COL6A6', 'PKDREJ', 'PTCHD2'])
SLITRK2	set(['SLC6A3', 'BPTF', 'TGM2', 'USH2A', 'SCN7A', 'HUWE1', 'ABP1', 'L1CAM', 'ASTL', 'COL11A2', 'CACNA1A', 'MAP3K1', 'DEAF1', 'ESPL1', 'RELN', 'GAK', 'CACNA1S', 'NPR1', 'CASZ1', 'WNK2', 'ARHGEF19', 'ECEL1', 'TESK1', 'CALN1', 'INPP5D', 'ADCY1', 'RFX6', 'SPEN', 'FAT2', 'ELMO1', 'ITGA8', 'DOCK8', 'USP6', 'RRP1B', 'ST14', 'PLCB3', 'PTPN11', 'DPPA4', 'C12orf35', 'ZNF599', 'FLG', 'CABIN1', 'PKDREJ', 'TIAM2', 'SKIV2L', 'TNS1', 'CARD11', 'NACA', 'TRRAP', 'HERC1', 'KIF1B', 'ITPR3', 'HMCN1', 'C21orf58', 'XIRP2', 'SUPT6H', 'OTOA', 'SH3TC1', 'KIAA1211', 'PDE6B', 'WDFY3', 'PDZD2', 'SLC22A2', 'GPR98', 'FLNA', 'FLNC', 'MYOM3', 'MYH11', 'EPHA7', 'ZFHX4', 'ZFHX3', 'SHROOM2', 'TCHH', 'ATR', 'AKAP13', 'EVPL', 'ZNF536', 'MYH9', 'ECT2L', 'PCDHA2', 'EPB41L3', 'WBSCR17', 'CEP250', 'CELSR2', 'SALL4', 'PTCHD2', 'SYNE1', 'SYNE2', 'LRP2', 'TJP3', 'LRP4', 'SPAG17', 'ABCA4', 'DNAH8', 'PRKD3', 'OBSCN', 'SCAF1', 'ZMYM3', 'ZNF318', 'C10orf12', 'MSH6', 'C8B', 'ODZ1', 'NLRP12', 'DSCAM', 'SPTBN5', 'SPTBN4', 'SMARCA4', 'SIM2', 'GRHL3', 'PLEKHG4B', 'SLCO5A1', 'NIPBL', 'SLIT3', 'DISP1', 'RPGRIP1L', 'SIPA1L2', 'NBAS', 'N4BP3', 'ULK2', 'ATP10B', 'UMOD', 'KIDINS220', 'NRK', 'PCDHA1', 'PCDHA8', 'DDX11', 'COL14A1', 'PCSK6', 'ACRC', 'PTPRD', 'BCL9', 'KANK1', 'AHNAK', 'PRTG'])
DYSF	set(['DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'LRFN5', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'CNGB1', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'TMEM132D', 'PLXND1', 'CACNA1S', 'C2orf55', 'ERBB2', 'ZMYM3', 'DPP10', 'KIAA1244', 'KRT23', 'ABCB4', 'BZRAP1', 'PAPPA', 'IGHMBP2', 'DUOX2', 'ATP2B3', 'COL7A1', 'ZAN', 'DBH', 'CALN1', 'ADCY1', 'SPEN', 'FAT2', 'POM121L12', 'SPEG', 'LZTR1', 'CFTR', 'EPHB2', 'DOCK8', 'DMD', 'AFM', 'HSPG2', 'DOCK5', 'MLL2', 'ST14', 'EP400', 'ARHGAP9', 'SP1', 'MLL4', 'CHL1', 'C12orf35', 'ASTL', 'PLXNB3', 'CHD5', 'LRRK1', 'CABIN1', 'PCDHB3', 'USP43', 'EPPK1', 'SKIV2L', 'GRM8', 'CARD6', 'TRPM2', 'TRPM3', 'SMC1A', 'SDK1', 'MAP1B', 'PLCB3', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ITPR3', 'PCDHA12', 'PCDHGA1', 'BCAR3', 'KCNH5', 'DNAH3', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'DNAH8', 'COL22A1', 'NWD1', 'PDE6B', 'UBR4', 'HECW1', 'SLC22A2', 'GPR98', 'GABRE', 'VWF', 'SCN5A', 'DSCAML1', 'MDN1', 'MYH11', 'TEX15', 'CCDC45', 'NEB', 'SCN10A', 'ZNF831', 'SHROOM2', 'UPF1', 'ITIH5', 'FLT3', 'NLRP5', 'TLL1', 'NLRP7', 'MYH8', 'C7', 'UGGT1', 'TRIO', 'DOCK1', 'WBSCR17', 'ACACB', 'CELSR3', 'KIDINS220', 'CELSR1', 'TMEM146', 'MAST2', 'AGAP3', 'SYNE2', 'PTPRT', 'FHOD3', 'RASGRF1', 'PKD1', 'TAF1L', 'COL1A2', 'HTR3A', 'MYT1', 'OBSCN', 'NPR1', 'ZNF318', 'CDH18', 'SCN9A', 'MEGF8', 'ODZ3', 'ODZ1', 'DSCAM', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'QKI', 'FRRS1', 'PCDHGA11', 'RB1', 'BRPF3', 'ZFP42', 'SLIT3', 'NFKBIL2', 'TRIML1', 'SIPA1L3', 'TERT', 'ULK2', 'RERE', 'HOOK2', 'FBN2', 'CROCC', 'FBN1', 'PCNT', 'FLNC', 'PTPRS', 'SRRM2', 'NOTCH2', 'ANK1', 'MAP3K12', 'CREBBP', 'KANK1', 'COL6A1', 'PTCH1'])
LRP1B(D)	set(['AFM', 'CYP4F2', 'NOS3', 'IRF5', 'STAG2', 'SLCO6A1', 'LRP1', 'OTOF', 'PTEN', 'LRP1B', 'TCHH', 'DKC1', 'COL6A1', 'HMCN1', 'PRX', 'COL6A6'])
SP1	set(['MYOM3', 'DNAH10', 'DNAH11', 'COL11A2', 'ZCCHC14', 'ABP1', 'SBF1', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'ADAMTS3', 'PIK3CA', 'SLCO6A1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'ESPL1', 'PLXND1', 'CACNA1S', 'C2orf55', 'ZMYM3', 'DYSF', 'KIAA1244', 'IDH1', 'ABCB4', 'ENPP2', 'PAPPA', 'IGHMBP2', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'COL7A1', 'ALS2CR11', 'SPEG', 'LZTR1', 'CFTR', 'DLG5', 'DOCK8', 'DOCK1', 'ITGA4', 'MLL2', 'ST14', 'EP400', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'CHD8', 'USP43', 'EPPK1', 'SKIV2L', 'PPP1R9A', 'COL1A2', 'KIF2B', 'EPHB2', 'MAP1B', 'PLCB3', 'MYH3', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PKHD1', 'PTPN3', 'ITPR3', 'HMCN1', 'PCDHGA1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'PKD1L2', 'DNAH5', 'SH3TC1', 'COL22A1', 'NWD1', 'PDE6B', 'HECW1', 'SLC22A2', 'VWF', 'SCN5A', 'ITGAD', 'MDN1', 'CCDC45', 'NEB', 'ZNF831', 'SHROOM2', 'SACS', 'MUC5B', 'ITIH5', 'PCDHA12', 'TLL1', 'NLRP7', 'PCDHA13', 'MYH4', 'ASPM', 'TBC1D2', 'C3', 'C7', 'DSG4', 'UGGT1', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'CEP250', 'CELSR3', 'CELSR1', 'COL5A3', 'MAST2', 'AGAP3', 'SYNE2', 'FHOD3', 'KIAA0649', 'PKD1', 'ABCA4', 'ZBTB20(D),LSAMP(D)', 'HTR3A', 'MYT1', 'OBSCN', 'ADCY1', 'ZNF318', 'PLCG2', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'SMARCA1', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'UBASH3A', 'FRRS1', 'ATP13A2', 'PCDHGA11', 'RB1', 'BRPF3', 'SLIT3', 'NFKBIL2', 'TRIML1', 'SIPA1L3', 'TERT', 'ULK2', 'HOOK2', 'BZRAP1', 'HOOK1', 'FBN2', 'CROCC', 'PCNT', 'FLNC', 'PTPRS', 'BBS1', 'SRRM2', 'ANK1', 'MAP3K12', 'SPHKAP', 'KANK1', 'COL6A1', 'PTCH1'])
CRTAC1	set(['PLXNB3', 'PKD1L1', 'LINC00290(D)', 'DIP2A', 'CCDC114', 'ANK1', 'MSLNL', 'EP400', 'PIK3CA', 'BCOR', 'LRRC55', 'GABRE', 'AADACL4', 'SYNE2', 'CNTNAP2', 'IQSEC3', 'UBR4'])
FLG2	set(['MYH2', 'ACACA', 'DUOX2', 'LRP1B', 'ZFHX3', 'SPAG17', 'MAST2', 'RAG1', 'UPF1', 'COL1A2', 'VWF'])
PAPPA	set(['FRYL', 'DNAH10', 'DNAH11', 'COL11A2', 'ABP1', 'SBF1', 'PRPF6', 'CACNA1H', 'NCAN', 'PKD1L1', 'PKD1L2', 'PIK3CA', 'WWC1', 'DCC', 'WHSC1L1', 'PIK3CG', 'DLGAP2', 'SRMS', 'PLXND1', 'CACNA1S', 'MYT1', 'ERBB2', 'TRHDE', 'KIAA1244', 'SP1', 'ABCB4', 'BZRAP1', 'IGHMBP2', 'TPR', 'ATP2B3', 'UBR4', 'ZAN', 'CALN1', 'ADCY1', 'SPEG', 'LZTR1', 'CFTR', 'DLG5', 'DOCK8', 'DOCK1', 'MLL2', 'ST14', 'UHRF1BP1', 'EP400', 'MLL4', 'C12orf35', 'PLXNB3', 'CHD5', 'CABIN1', 'PCDHB3', 'USP43', 'EPPK1', 'SKIV2L', 'EPHB2', 'MAP1B', 'PLCB3', 'CUX2', 'HERC2', 'PLEC', 'COL4A2', 'PTPN3', 'ITPR3', 'HMCN1', 'PCDHGA1', 'BCAR3', 'DNAH2', 'ABCA13', 'ABCG4', 'ADAMTS3', 'DNAH5', 'COL22A1', 'NWD1', 'PDE6B', 'HECW1', 'SLC22A2', 'VWF', 'SCN5A', 'SLCO6A1', 'COL12A1', 'MDN1', 'CCDC45', 'NEB', 'MYO1B', 'ZNF831', 'SHROOM2', 'UPF1', 'ITIH5', 'DOCK11', 'HYDIN', 'TLL1', 'NLRP7', 'C7', 'UGGT1', 'TRIO', 'HSPG2', 'WBSCR17', 'ACACB', 'CEP250', 'CELSR3', 'CELSR1', 'COL5A3', 'MAST2', 'AGAP3', 'BCOR', 'SUPT6H', 'SYNE2', 'LRBA', 'FHOD3', 'PKD1', 'COL1A2', 'C2orf55', 'OBSCN', 'ZNF318', 'MEGF8', 'CNTNAP2', 'ODZ3', 'ODZ1', 'SMARCA1', 'DSCAM', 'RB1CC1', 'SPTBN4', 'SMARCA4', 'DGKZ', 'DYSF', 'DDX11', 'PCDHGA11', 'RB1', 'BRPF3', 'SLIT3', 'NFKBIL2', 'TRIML1', 'PCDHA12', 'SIPA1L3', 'TERT', 'COL7A1', 'N4BP3', 'ULK2', 'UBASH3A', 'HOOK2', 'FBN2', 'CROCC', 'PCNT', 'TJAP1', 'FLNC', 'PTPRS', 'SRRM2', 'ANK1', 'MAP3K12', 'SRGAP1', 'KANK1', 'COL6A1', 'COL6A3', 'PTCH1'])
TRPV6	set(['ZMYM3', 'NOS3', 'PTPN11', 'HFM1', 'PKHD1', 'PTCH1', 'GRM3'])
PIK3C2G	set(['OBSCN', 'SLC6A3', 'DOCK8', 'TGM3', 'DMD', 'LRFN5', 'SCN7A', 'UGT3A2', 'CDH18', 'MACF1', 'INPP5A,NKX6-2,TTC40,LOC399829,GPR123,KNDC1,UTF1,VENTX,MIR202,ADAM8,TUBGCP2,ZNF511,CALY,PRAP1,C10orf125,ECHS1,MIR3944,PAOX,MTG1(D),PAOX(D)', 'FTMT', 'UGT2A1', 'TLR6', 'MYO18B', 'CNTNAP2', 'CNTN6', 'GON4L', 'RBMS3', 'TRPA1', 'TMEM132D', 'LAMA2', 'GABRA1', 'SYNE2', 'FLG', 'KIF2B', 'MYH2', 'RIMBP2', 'NLRP2', 'PLEKHG4B', 'MGAM', 'PAN3', 'MYOM3', 'MED12', 'NAV2', 'SLIT3', 'RELN', 'SCN10A', 'DISP1', 'LRRIQ1', 'FCRL2', 'TERT', 'POTEB', 'KIF21B', 'NOS1', 'PLCB2', 'ACACA', 'LAMA5', 'WBSCR17', 'KIAA1244', 'NLGN4X', 'MYO1B', 'KEL', 'COL4A2', 'ODZ1', 'PTPN3', 'COL24A1', 'GRHL3', 'ZPBP', 'SPAM1', 'XIRP2', 'TJP3', 'PRIC285', 'PCDHA1', 'F5', 'PLXNA2', 'PREX1', 'ATP6V0A4', 'FAT2', 'PITPNM1', 'ITGAM', 'POM121L12', 'PKHD1', 'ZNF292', 'KCNV1', 'HEATR7B2'])
GMIP	set(['ZDBF2', 'FRYL', 'DNAH10', 'DNAH11', 'USH2A', 'SSPO', 'PCSK6', 'C7orf52', 'LAMC3', 'CACNA1H', 'ADAMTS3', 'DEAF1', 'TIAM2', 'WHSC1L1', 'ESPL1', 'RELN', 'C2orf55', 'ERBB2', 'CASZ1', 'WNK3', 'BZRAP1', 'DISP1', 'IGHMBP2', 'KCNN2', 'ADAMTS20', 'ATP2B3', 'TESK1', 'ZAN', 'ADCY1', 'MYLK', 'FAT2', 'TLR6', 'GPR116', 'MYO15A', 'KIAA1409', 'DOCK8', 'AFM', 'ANO5', 'HSPG2', 'DOCK4', 'EP400', 'C12orf35', 'ZNF599', 'SHPRH', 'APOB', 'LRRK2', 'PCDHB3', 'UBE3C', 'AHNAK', 'XDH', 'EPPK1', 'GUCY1A3', 'PCLO', 'PIK3R1', 'TRPM3', 'DCHS1', 'SDK1', 'TRRAP', 'PLEC', 'DSP', 'EVPL', 'SH3TC1', 'COL22A1', 'PCDH17', 'FLNA', 'SCN5A', 'ZNF292', 'PDGFRA', 'MYH14', 'EPHA8', 'MED12', 'ADAMTS16', 'MUC5B', 'GABRA1', 'ENPEP', 'CIITA', 'MYH9', 'BSN', 'C3', 'C7', 'RIMS2', 'KIF21B', 'LAMA1', 'TRIO', 'DOCK1', 'RIMBP2', 'C9orf150', 'SLC13A3', 'PPEF2', 'MXRA5', 'PTCHD2', 'IGF2BP1', 'SYNE1', 'TMEM2', 'LRP2', 'FHOD3', 'KIF1B', 'TAF1L', 'DNHD1', 'TMTC1', 'MYT1', 'OBSCN', 'SVIL', 'BIRC6', 'MSH6', 'KIAA0649', 'CNTNAP5', 'NOTCH2', 'SMARCA1', 'RERE', 'ARAP3', 'CAND1', 'RB1', 'NIPBL', 'SLIT3', 'HOMER1', 'DGKZ', 'CEP250', 'CELSR3', 'ATP10B', 'HOOK1', 'CROCC', 'PCNT', 'CHD5', 'PCDHA2', 'PTPRS', 'PCDHA8', 'COL14A1', 'ANO2', 'MAP3K12', 'SPHKAP', 'ABCC8', 'BRAF', 'DKC1', 'COL6A1'])
