02Concordance	AverageTotalEdgeBetweennessCentrality	MutationFrequency1	MutationFrequency0	Overlap	MutationFrequency2	01Concordance	MutationFrequencyDifference	Type	AverageOverlapPMN	AverageSetScore	MutationFrequencyDifferenceRatio	AverageCombinedScore	TripletScore	Coverage	AverageAverageNodeClosenessCentrality	12Type	SetScore	Concordance	AverageAverageNodeClusteringCoefficient	RoundedLogPCov	CooccurrenceRatio	MutationFrequencies	Somatic	CombinedScore	12Concordance	AverageRoundedLogPCov	ID	GeneSet	Probability	TripletType	Gene0	Gene1	Gene2	AverageCoverage	01Type	02Type	AverageCooccurrenceRatio
False	0	5	5	3	8	False	0	Cooccurring	272.3333333333333	24.950902236168833	0.0	74.90404128682296	12.081296981745638	12	0	Cooccurring	37.7299204447693	False	0	inf	0.25	[5, 5, 8]	3	150.9196817790772	False	6.2	161	set(['ULK2', 'ST14', 'ADCY1'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ULK2	ST14	ADCY1	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	8	5	3	6	False	3	Cooccurring	272.3333333333333	25.26304480054058	0.25	71.50108956630574	10.51486611269202	12	0	Cooccurring	38.45563967472906	False	0	inf	0.25	[5, 8, 6]	3	153.82255869891625	False	6.8	162	set(['ST14', 'ADCY1', 'DOCK8'])	2.7270595373491469e-18	CooccurringCooccurringCooccurring	ST14	ADCY1	DOCK8	9	Cooccurring	Cooccurring	0.3583333333333334
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	25.595237838853468	0.07692307692307693	82.49118303098061	13.597447752359441	13	0	Cooccurring	38.69642384879624	False	0	inf	0.23076923076923078	[5, 6, 8]	3	167.6845033447837	False	6.066666666666666	163	set(['ST14', 'FLNC', 'ADCY1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	ST14	FLNC	ADCY1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	10	5	3	8	False	5	Cooccurring	272.3333333333333	25.34539773921473	0.29411764705882354	104.41299939547774	18.425823422731366	17	0	Cooccurring	38.32166369933814	False	0	inf	0.17647058823529413	[5, 10, 8]	3	217.15609429624945	False	5.666666666666667	164	set(['ST14', 'CACNA1S', 'ADCY1'])	1.8076605981740835e-14	CooccurringCooccurringCooccurring	ST14	CACNA1S	ADCY1	12	Cooccurring	Cooccurring	0.25
False	0	5	5	3	8	False	0	Cooccurring	272.3333333333333	25.476131245314804	0.0	76.39219014606988	12.321320991301594	12	0	Cooccurring	38.51776395848825	False	0	inf	0.25	[5, 5, 8]	3	154.071055833953	False	6.2	165	set(['ZNF318', 'ST14', 'ADCY1'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ZNF318	ST14	ADCY1	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	11	5	3	8	False	6	Cooccurring	272.3333333333333	25.03590299924544	0.35294117647058826	95.31834060179979	15.373925903516094	17	0	Cooccurring	38.114926972786364	False	0	inf	0.17647058823529413	[5, 11, 8]	3	215.98458617912272	False	6.2	166	set(['ST14', 'SLIT3', 'ADCY1'])	4.788685518054979e-16	CooccurringCooccurringCooccurring	ST14	SLIT3	ADCY1	12	Cooccurring	Cooccurring	0.2658119658119658
False	0	5	7	2	8	False	2	Cooccurring	328.5	24.316980190337933	0.15384615384615385	84.11063598960915	14.175949885889182	13	0	Cooccurring	39.23149282737204	False	0	inf	0.15384615384615385	[7, 5, 8]	3	255.00470337791822	False	5.933333333333334	167	set(['SPEN', 'ST14', 'ADCY1'])	1.5721872187031637e-15	CooccurringCooccurringCooccurring	SPEN	ST14	ADCY1	10	Cooccurring	Cooccurring	0.29444444444444445
False	0	5	6	3	8	False	1	Cooccurring	272.3333333333333	25.247062670400553	0.07692307692307693	81.38862833087971	13.415707966628524	13	0	Cooccurring	38.174161096116876	False	0	inf	0.23076923076923078	[6, 5, 8]	3	165.4213647498398	False	6.066666666666666	168	set(['SHROOM2', 'ST14', 'ADCY1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	SHROOM2	ST14	ADCY1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	8	5	2	8	False	3	Cooccurring	356.5	24.92760278951859	0.21428571428571427	91.98927121865908	15.860219175630878	14	0	Cooccurring	40.809241379604956	False	0	inf	0.14285714285714285	[5, 8, 8]	3	285.6646896572347	False	5.8	170	set(['ST14', 'PLEC', 'ADCY1'])	3.9952346156275601e-15	CooccurringCooccurringCooccurring	ST14	PLEC	ADCY1	11	Cooccurring	Cooccurring	0.2769230769230769
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	25.073841394469174	0.07692307692307693	80.84009429043034	13.325290267653354	13	0	Cooccurring	37.9143291822198	False	0	inf	0.23076923076923078	[5, 6, 8]	3	164.2954264562858	False	6.066666666666666	171	set(['ST14', 'SKIV2L', 'ADCY1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	ST14	SKIV2L	ADCY1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	8	5	3	8	False	3	Cooccurring	272.3333333333333	24.089056700762786	0.2	88.24053707473541	15.213885702540589	15	0	Cooccurring	36.43715214166023	False	0	inf	0.2	[5, 8, 8]	3	182.18576070830113	False	5.8	172	set(['ST14', 'ADCY1', 'ODZ1'])	3.9952346156275601e-15	CooccurringCooccurringCooccurring	ST14	ADCY1	ODZ1	11	Cooccurring	Cooccurring	0.2769230769230769
False	0	5	6	3	8	False	1	Cooccurring	272.3333333333333	23.03387552934109	0.1	57.77944458557027	6.641315469605777	10	0	Cooccurring	36.43715214166023	False	0	inf	0.3	[6, 5, 8]	3	121.4571738055341	False	8.700000000000001	173	set(['C12orf35', 'ST14', 'ADCY1'])	4.3119963021542439e-24	CooccurringCooccurringCooccurring	C12orf35	ST14	ADCY1	8	Cooccurring	Cooccurring	0.47500000000000003
False	0	10	5	3	8	False	5	Cooccurring	272.3333333333333	26.23171851913038	0.29411764705882354	108.40144290509818	19.129666395017324	17	0	Cooccurring	39.65114486921162	False	0	inf	0.17647058823529413	[5, 10, 8]	3	224.6898209255325	False	5.666666666666667	174	set(['ST14', 'SYNE2', 'ADCY1'])	1.8076605981740835e-14	CooccurringCooccurringCooccurring	ST14	SYNE2	ADCY1	12	Cooccurring	Cooccurring	0.25
False	0	5	5	3	8	False	0	Cooccurring	272.3333333333333	25.565225269139006	0.0	76.64462321357179	12.362036002188999	12	0	Cooccurring	38.651404994224556	False	0	inf	0.25	[5, 5, 8]	3	154.60561997689823	False	6.2	175	set(['ST14', 'SPTBN4', 'ADCY1'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ST14	SPTBN4	ADCY1	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	5	5	3	8	False	0	Cooccurring	272.3333333333333	25.307710522537704	0.0	75.91499809820142	12.244354531967971	12	0	Cooccurring	38.2651328743226	False	0	inf	0.25	[5, 5, 8]	3	153.0605314972904	False	6.2	176	set(['ST14', 'SMARCA4', 'ADCY1'])	1.3024591283933857e-16	CooccurringCooccurringCooccurring	ST14	SMARCA4	ADCY1	9	Cooccurring	Cooccurring	0.3428571428571428
False	0	5	5	2	8	False	0	Cooccurring	356.5	25.166707195705396	0.0	89.59888596216905	16.49059250837467	12	0	Cooccurring	38.99120262415037	False	0	inf	0.16666666666666666	[5, 5, 8]	3	233.94721574490222	False	5.433333333333334	177	set(['PCDHB3', 'ST14', 'ADCY1'])	3.0998636757192368e-14	CooccurringCooccurringCooccurring	PCDHB3	ST14	ADCY1	9	Cooccurring	Cooccurring	0.2833333333333334
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	24.24980895620156	0.07692307692307693	77.89204181246443	12.839347551505126	13	0	Cooccurring	36.67828052481838	False	0	inf	0.23076923076923078	[5, 6, 8]	3	158.93921560754632	False	6.066666666666666	178	set(['ULK2', 'SKIV2L', 'ODZ1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	ULK2	SKIV2L	ODZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	6	6	3	8	False	0	Cooccurring	272.3333333333333	24.123717453347936	0.0	73.91257253757504	11.142598875011315	13	0	Cooccurring	37.40399975477815	False	0	inf	0.23076923076923078	[6, 6, 8]	3	162.08399893737197	False	6.633333333333333	179	set(['DOCK8', 'SKIV2L', 'ODZ1'])	1.0816858675464297e-17	CooccurringCooccurringCooccurring	DOCK8	SKIV2L	ODZ1	10	Cooccurring	Cooccurring	0.33535353535353535
False	0	6	6	3	8	False	0	Cooccurring	272.3333333333333	24.894144558886193	0.0	85.46972394374166	14.486393888769774	14	0	Cooccurring	37.644783928845335	False	0	inf	0.21428571428571427	[6, 6, 8]	3	175.67565833461157	False	5.8999999999999995	180	set(['FLNC', 'SKIV2L', 'ODZ1'])	2.0513227154912437e-15	CooccurringCooccurringCooccurring	FLNC	SKIV2L	ODZ1	10	Cooccurring	Cooccurring	0.2929292929292929
False	0	8	6	3	8	False	2	Cooccurring	272.3333333333333	24.339873747121654	0.125	94.54199134313014	16.683880825258257	16	0	Cooccurring	36.81337771119853	False	0	inf	0.1875	[6, 8, 8]	3	196.33801445972549	False	5.666666666666667	181	set(['SKIV2L', 'ADCY1', 'ODZ1'])	1.5813723613357153e-14	CooccurringCooccurringCooccurring	SKIV2L	ADCY1	ODZ1	11	Cooccurring	Cooccurring	0.25874125874125875
False	0	6	10	3	8	False	4	Cooccurring	272.3333333333333	24.64430445924745	0.2222222222222222	106.88250477165413	19.433182685755295	18	0	Cooccurring	37.27002377938722	False	0	inf	0.16666666666666666	[10, 6, 8]	3	223.62014267632335	False	5.5	182	set(['CACNA1S', 'SKIV2L', 'ODZ1'])	7.1399087792088859e-14	CooccurringCooccurringCooccurring	CACNA1S	SKIV2L	ODZ1	13	Cooccurring	Cooccurring	0.2344988344988345
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	24.775037965347533	0.07692307692307693	79.46772883990235	13.099076182401486	13	0	Cooccurring	37.466124038537345	False	0	inf	0.23076923076923078	[5, 6, 8]	3	162.35320416699514	False	6.066666666666666	183	set(['ZNF318', 'SKIV2L', 'ODZ1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	ZNF318	SKIV2L	ODZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	6	6	3	8	False	0	Cooccurring	272.3333333333333	24.545969390433275	0.0	84.30914004889861	14.289684754050613	14	0	Cooccurring	37.12252117616596	False	0	inf	0.21428571428571427	[6, 6, 8]	3	173.23843215544116	False	5.8999999999999995	184	set(['SHROOM2', 'SKIV2L', 'ODZ1'])	2.0513227154912437e-15	CooccurringCooccurringCooccurring	SHROOM2	SKIV2L	ODZ1	10	Cooccurring	Cooccurring	0.2929292929292929
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	24.121931068143038	0.07692307692307693	77.50840814828888	12.776111233234431	13	0	Cooccurring	36.486463692730595	False	0	inf	0.23076923076923078	[5, 6, 8]	3	158.10800933516592	False	6.066666666666666	185	set(['ST14', 'SKIV2L', 'ODZ1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	ST14	SKIV2L	ODZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	6	6	3	8	False	0	Cooccurring	272.3333333333333	23.387963420795515	0.0	80.44912015010607	13.635444093238318	14	0	Cooccurring	35.38551222170931	False	0	inf	0.21428571428571427	[6, 6, 8]	3	165.1323903679768	False	5.8999999999999995	186	set(['C12orf35', 'SKIV2L', 'ODZ1'])	2.0513227154912437e-15	CooccurringCooccurringCooccurring	C12orf35	SKIV2L	ODZ1	10	Cooccurring	Cooccurring	0.2929292929292929
False	0	6	5	3	8	False	1	Cooccurring	272.3333333333333	24.864131989171735	0.07692307692307693	79.73501091137496	13.143133666710158	13	0	Cooccurring	37.59976507427365	False	0	inf	0.23076923076923078	[5, 6, 8]	3	162.93231532185246	False	6.066666666666666	187	set(['SPTBN4', 'SKIV2L', 'ODZ1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	SPTBN4	SKIV2L	ODZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	6	3	8	False	1	Cooccurring	272.3333333333333	24.606617242570426	0.07692307692307693	78.96246667157105	13.015791209599625	13	0	Cooccurring	37.21349295437169	False	0	inf	0.23076923076923078	[6, 5, 8]	3	161.25846946894399	False	6.066666666666666	188	set(['SKIV2L', 'SMARCA4', 'ODZ1'])	5.1716300853133136e-16	CooccurringCooccurringCooccurring	SKIV2L	SMARCA4	ODZ1	9	Cooccurring	Cooccurring	0.3159090909090909
False	0	5	6	3	7	False	1	Cooccurring	272.6666666666667	26.512551624674774	0.08333333333333333	79.38401899305187	12.803874031137397	12	0	Cooccurring	40.07524823227008	False	0	inf	0.25	[6, 5, 7]	3	160.3009929290803	False	6.2	189	set(['DOCK8', 'DNAH10', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	DOCK8	DNAH10	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	12	6	3	7	False	6	Cooccurring	272.6666666666667	26.519226505221223	0.3157894736842105	121.20949553417613	22.172468695276123	19	0	Cooccurring	40.085260553089746	False	0	inf	0.15789473684210525	[6, 12, 7]	3	253.87331683623506	False	5.466666666666666	190	set(['DOCK8', 'DNAH11', 'MYT1'])	9.3344572549673312e-14	CooccurringCooccurringCooccurring	DOCK8	DNAH11	MYT1	13	Cooccurring	Cooccurring	0.22916666666666666
False	0	11	6	3	7	False	5	Cooccurring	272.6666666666667	26.50051760357773	0.2777777777777778	115.14670283629316	20.80964509089635	18	0	Cooccurring	40.05719720062451	False	0	inf	0.16666666666666666	[6, 11, 7]	3	240.34318320374706	False	5.533333333333334	191	set(['DOCK8', 'HSPG2', 'MYT1'])	5.2896173059115578e-14	CooccurringCooccurringCooccurring	DOCK8	HSPG2	MYT1	13	Cooccurring	Cooccurring	0.23809523809523805
False	0	10	6	3	7	False	4	Cooccurring	272.6666666666667	26.273403955424538	0.23529411764705882	108.15856138021219	19.314028817895032	17	0	Cooccurring	39.71652672839472	False	0	inf	0.17647058823529413	[6, 10, 7]	3	225.06031812757007	False	5.6000000000000005	192	set(['DOCK8', 'EP400', 'MYT1'])	2.8185693012396164e-14	CooccurringCooccurringCooccurring	DOCK8	EP400	MYT1	12	Cooccurring	Cooccurring	0.24835164835164836
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	24.500310957567475	0.0	71.0425229726233	10.345998491158733	12	0	Cooccurring	37.3209761225556	False	0	inf	0.25	[6, 6, 7]	3	149.2839044902224	False	6.866666666666667	193	set(['C12orf35', 'DOCK8', 'MYT1'])	2.5466238166777199e-18	CooccurringCooccurringCooccurring	C12orf35	DOCK8	MYT1	9	Cooccurring	Cooccurring	0.3666666666666667
False	0	6	7	3	7	False	1	Cooccurring	272.6666666666667	25.58716171007899	0.07142857142857142	88.08543705148118	14.845860177215929	14	0	Cooccurring	38.687163360376395	False	0	inf	0.21428571428571427	[7, 6, 7]	3	180.54009568175653	False	5.933333333333334	194	set(['SMARCA1', 'DOCK8', 'MYT1'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	SMARCA1	DOCK8	MYT1	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	26.084738473331637	0.0	83.99941872688919	13.922555590092129	13	0	Cooccurring	39.43352850525536	False	0	inf	0.23076923076923078	[6, 6, 7]	3	170.8786235227732	False	6.033333333333334	195	set(['CACNA1H', 'DOCK8', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	CACNA1H	DOCK8	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	6	5	3	7	False	1	Cooccurring	272.6666666666667	25.36272740064496	0.08333333333333333	76.12618369163404	12.278416724457102	12	0	Cooccurring	38.350511896225356	False	0	inf	0.25	[5, 6, 7]	3	153.40204758490142	False	6.2	196	set(['PCDHB3', 'DOCK8', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	PCDHB3	DOCK8	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	5	6	3	7	False	1	Cooccurring	272.6666666666667	25.40092594451546	0.08333333333333333	76.23441289926711	12.29587304826889	12	0	Cooccurring	38.407809712031096	False	0	inf	0.25	[6, 5, 7]	3	153.63123884812438	False	6.2	197	set(['DOCK8', 'C7', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	DOCK8	C7	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	7	6	3	5	False	1	Cooccurring	272.6666666666667	24.67637021819846	0.08333333333333333	74.18150500803563	11.964758872263811	12	0	Cooccurring	37.3209761225556	False	0	inf	0.25	[6, 7, 5]	3	149.2839044902224	False	6.2	198	set(['DOCK8', 'MYT1', 'C2orf55'])	2.0308307726588211e-16	CooccurringCooccurringCooccurring	DOCK8	MYT1	C2orf55	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	6	5	3	7	False	1	Cooccurring	272.6666666666667	25.515037420220526	0.09090909090909091	68.46002846344562	9.733653336034921	11	0	Cooccurring	39.708169238411955	False	0	inf	0.2727272727272727	[5, 6, 7]	3	145.59662054084384	False	7.033333333333334	199	set(['TRIO', 'DOCK8', 'MYT1'])	5.701367019305883e-19	CooccurringCooccurringCooccurring	TRIO	DOCK8	MYT1	8	Cooccurring	Cooccurring	0.39166666666666666
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	25.92985920238968	0.0	83.50896770223967	13.841265365012099	13	0	Cooccurring	39.20120959884243	False	0	inf	0.23076923076923078	[6, 6, 7]	3	169.87190826165053	False	6.033333333333334	200	set(['DOCK8', 'DOCK1', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	DOCK8	DOCK1	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	8	6	3	7	False	2	Cooccurring	272.6666666666667	26.31256388298475	0.13333333333333333	96.52782345584528	16.64272818204229	15	0	Cooccurring	39.775266619735035	False	0	inf	0.2	[6, 8, 7]	3	198.87633309867516	False	5.8	201	set(['DOCK8', 'CELSR3', 'MYT1'])	6.2295063516573356e-15	CooccurringCooccurringCooccurring	DOCK8	CELSR3	MYT1	11	Cooccurring	Cooccurring	0.27424242424242423
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	25.98206574872719	0.0	83.67428843230844	13.868666590990347	13	0	Cooccurring	39.2795194183487	False	0	inf	0.23076923076923078	[6, 6, 7]	3	170.21125081284436	False	6.033333333333334	202	set(['DOCK8', 'CROCC', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	DOCK8	CROCC	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	8	6	3	7	False	2	Cooccurring	272.6666666666667	26.57475323761469	0.13333333333333333	97.53288264859337	16.81601424975748	15	0	Cooccurring	40.16855065167994	False	0	inf	0.2	[6, 8, 7]	3	200.8427532583997	False	5.8	203	set(['DOCK8', 'PLEC', 'MYT1'])	6.2295063516573356e-15	CooccurringCooccurringCooccurring	DOCK8	PLEC	MYT1	11	Cooccurring	Cooccurring	0.27424242424242423
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	25.50998241922254	0.0	82.17935788887705	13.620888047880172	13	0	Cooccurring	38.571394424091714	False	0	inf	0.23076923076923078	[6, 6, 7]	3	167.1427091710641	False	6.033333333333334	204	set(['DOCK8', 'IGHMBP2', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	DOCK8	IGHMBP2	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	5	6	3	7	False	1	Cooccurring	272.6666666666667	26.317375933952402	0.08333333333333333	78.8310212026718	12.714680839140614	12	0	Cooccurring	39.782484696186515	False	0	inf	0.25	[6, 5, 7]	3	159.12993878474606	False	6.2	205	set(['DOCK8', 'PCNT', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	DOCK8	PCNT	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	25.620938948376846	0.0	82.53072023119903	13.679124900198731	13	0	Cooccurring	38.73782921782318	False	0	inf	0.23076923076923078	[6, 6, 7]	3	167.86392661056712	False	6.033333333333334	206	set(['ATP2B3', 'DOCK8', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	ATP2B3	DOCK8	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	6	5	3	7	False	1	Cooccurring	272.6666666666667	24.67637021819846	0.08333333333333333	74.18150500803563	11.964758872263811	12	0	Cooccurring	37.3209761225556	False	0	inf	0.25	[5, 6, 7]	3	149.2839044902224	False	6.2	207	set(['ZAN', 'DOCK8', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	ZAN	DOCK8	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	5	6	3	7	False	1	Cooccurring	272.6666666666667	25.836845326461216	0.08333333333333333	77.46951781478009	12.495083518512917	12	0	Cooccurring	39.06168878494973	False	0	inf	0.25	[6, 5, 7]	3	156.24675513979892	False	6.2	208	set(['DOCK8', 'FHOD3', 'MYT1'])	2.0308307726588208e-16	CooccurringCooccurringCooccurring	DOCK8	FHOD3	MYT1	9	Cooccurring	Cooccurring	0.3361111111111111
False	0	6	6	3	7	False	0	Cooccurring	272.6666666666667	25.958872081123193	0.0	83.60084181822913	13.8564931190435	13	0	Cooccurring	39.244728916942705	False	0	inf	0.23076923076923078	[6, 6, 7]	3	170.06049197341838	False	6.033333333333334	209	set(['DOCK8', 'PTPRS', 'MYT1'])	8.0637635928726167e-16	CooccurringCooccurringCooccurring	DOCK8	PTPRS	MYT1	9	Cooccurring	Cooccurring	0.3111111111111111
False	0	8	6	3	7	False	2	Cooccurring	272.6666666666667	25.45222128389361	0.14285714285714285	83.40687298721774	12.766358110288428	14	0	Cooccurring	38.74884161204481	False	0	inf	0.21428571428571427	[6, 8, 7]	3	180.82792752287577	False	6.533333333333334	210	set(['DOCK8', 'ADCY1', 'MYT1'])	3.2848897599053678e-17	CooccurringCooccurringCooccurring	DOCK8	ADCY1	MYT1	10	Cooccurring	Cooccurring	0.31666666666666665
False	0	7	6	3	7	False	1	Cooccurring	272.6666666666667	25.838486352930843	0.07142857142857142	88.96507330146267	14.994113477774606	14	0	Cooccurring	39.06415032465418	False	0	inf	0.21428571428571427	[6, 7, 7]	3	182.2993681817195	False	5.933333333333334	211	set(['DOCK8', 'COL22A1', 'MYT1'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	DOCK8	COL22A1	MYT1	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	7	6	3	7	False	1	Cooccurring	272.6666666666667	26.0105214099141	0.07142857142857142	89.56719600090406	15.095594831613043	14	0	Cooccurring	39.322202910129064	False	0	inf	0.21428571428571427	[6, 7, 7]	3	183.50361358060232	False	5.933333333333334	213	set(['DOCK8', 'SCN5A', 'MYT1'])	2.451405558691313e-15	CooccurringCooccurringCooccurring	DOCK8	SCN5A	MYT1	10	Cooccurring	Cooccurring	0.29090909090909095
False	0	7	8	3	22	False	1	Cooccurring	244.33333333333334	22.52573292255416	0.03333333333333333	144.23197950909488	27.213581039451867	30	0	Cooccurring	34.049605431911466	False	0	inf	0.1	[8, 7, 22]	3	340.49605431911465	False	5.3	214	set(['CHD5', 'WBSCR17', 'NF1'])	1.0721085804818262e-12	CooccurringCooccurringCooccurring	CHD5	WBSCR17	NF1	21	Cooccurring	Cooccurring	0.1730769230769231
False	0	20	5	2	5	False	15	Cooccurring	303.0	25.777190306134425	0.625	161.6656402569229	33.44806350143232	24	0	Cooccurring	38.81210198871082	False	0	inf	0.08333333333333333	[5, 20, 5]	3	465.74522386452986	False	4.833333333333333	216	set(['COL6A1', 'OBSCN', 'DOCK4'])	1.2209289695822459e-11	CooccurringCooccurringCooccurring	COL6A1	OBSCN	DOCK4	17	Cooccurring	Cooccurring	0.17424242424242423
False	0	5	5	2	5	False	0	Cooccurring	303.0	24.609790269622334	0.0	71.10638828981688	12.189666563968608	9	0	Cooccurring	37.06100193394268	False	0	inf	0.2222222222222222	[5, 5, 5]	3	166.77450870274205	False	5.833333333333333	217	set(['COL6A1', 'FHOD3', 'DOCK4'])	1.0010306173225723e-15	CooccurringCooccurringCooccurring	COL6A1	FHOD3	DOCK4	7	Cooccurring	Cooccurring	0.36904761904761907
False	0	8	5	2	5	False	3	Cooccurring	303.0	24.401225487685718	0.25	86.81083602323163	15.977454482803367	12	0	Cooccurring	36.74815476103776	False	0	inf	0.16666666666666666	[5, 8, 5]	3	220.48892856622658	False	5.433333333333334	218	set(['COL6A1', 'ADCY1', 'DOCK4'])	3.0998636757192368e-14	CooccurringCooccurringCooccurring	COL6A1	ADCY1	DOCK4	9	Cooccurring	Cooccurring	0.2833333333333334
False	0	6	5	2	5	False	1	Cooccurring	303.0	24.28292736238365	0.1	75.70130842824823	13.280931303201443	10	0	Cooccurring	36.57070757308466	False	0	inf	0.2	[5, 6, 5]	3	182.8535378654233	False	5.7	219	set(['COL6A1', 'IGHMBP2', 'DOCK4'])	3.9873302123688523e-15	CooccurringCooccurringCooccurring	COL6A1	IGHMBP2	DOCK4	8	Cooccurring	Cooccurring	0.3333333333333333
False	0	6	5	2	5	False	1	Cooccurring	303.0	23.44931516135958	0.1	73.47834255885068	12.890937291026436	10	0	Cooccurring	35.320289271548546	False	0	inf	0.2	[5, 6, 5]	3	176.60144635774273	False	5.7	220	set(['COL6A1', 'C12orf35', 'DOCK4'])	3.9873302123688523e-15	CooccurringCooccurringCooccurring	COL6A1	C12orf35	DOCK4	8	Cooccurring	Cooccurring	0.3333333333333333
False	0	7	5	2	5	False	2	Cooccurring	303.0	23.706452250282467	0.18181818181818182	79.32948334726626	14.250805391724478	11	0	Cooccurring	36.41890156021666	False	0	inf	0.18181818181818182	[5, 7, 5]	3	200.30395858119164	False	5.566666666666666	221	set(['COL6A1', 'BCAR3', 'DOCK4'])	1.2159938036799191e-14	CooccurringCooccurringCooccurring	COL6A1	BCAR3	DOCK4	8	Cooccurring	Cooccurring	0.3055555555555555
False	0	5	5	2	5	False	0	Cooccurring	303.0	24.98900114119912	0.0	85.85564234468325	16.94519256802959	10	0	Cooccurring	37.57882703369749	False	0	inf	0.2	[5, 5, 5]	3	187.89413516848745	False	5.066666666666666	222	set(['COL6A1', 'DOCK4', 'ZNF292'])	2.38246128517579e-13	CooccurringCooccurringCooccurring	COL6A1	DOCK4	ZNF292	7	Cooccurring	Cooccurring	0.30952380952380953
False	0	5	5	2	5	False	0	Cooccurring	329.0	25.385377923848882	0.0	73.44317014255779	12.590257738724194	9	0	Cooccurring	39.45377104790683	False	0	inf	0.2222222222222222	[5, 5, 5]	3	177.54196971558073	False	5.833333333333333	223	set(['ZAN', 'PCNT', 'DNHD1'])	1.0010306173225723e-15	CooccurringCooccurringCooccurring	ZAN	PCNT	DNHD1	7	Cooccurring	Cooccurring	0.36904761904761907
False	0	5	7	2	5	False	2	Cooccurring	329.0	26.29616941572942	0.18181818181818182	91.14112117240586	16.178897249539503	11	0	Cooccurring	40.81995828572762	False	0	inf	0.18181818181818182	[7, 5, 5]	3	224.50977057150192	False	5.633333333333333	224	set(['SMARCA1', 'PCNT', 'DNHD1'])	7.2857875380725186e-15	CooccurringCooccurringCooccurring	SMARCA1	PCNT	DNHD1	8	Cooccurring	Cooccurring	0.3206349206349206
